job title,company,location,job type,date,job skills
CEO Executive Assistant,Roaia,"Nasr City, Cairo, Egypt ",Full Time,9 days ago,Experienced · 7 - 10 Yrs of Exp · Administration · Customer Service/Support · Operations/Management · Assistant · Business Administration · Business Development · office · Office management · Microsoft Office · Executive
Call Center Agent - cairo,Etisalat Egypt,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Entry Level · Customer Service/Support · B2 · Call Center · Customer Care · Customer Service · Customer Support · English · Service
Construction Manager - (Construction/Finishing),Master,"Alamein, Matruh, Egypt ",Full Time,9 days ago,Manager · 8 - 10 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · Civil Engineering · Finishing · Finishing Works · Civil · Engineering · Project Management
Unity 3D Artist,Yeshtery,"Rehab City, Cairo, Egypt ",Full TimePart Time,9 days ago,Experienced · 2 - 4 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Unity · Software Development · Information Technology (IT) · 3D
Senior CRM Solution Developer,LINK Development,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · XML · ASP.NET · .NET · C# · SQL · HTML · CSS · Javascript
Customer Service Representative - Dutch Speaking,PACC,"Cairo, Egypt ",Full TimeWork From Home,9 days ago,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Customer · Customer Service · Customer Support · Service · CRM · Computer Skills · Customer Care · Salesforce · Sales
Customer Service Representative - Portuguese Speaking,PACC,"Cairo, Egypt ",Full TimeWork From Home,9 days ago,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Customer · Customer Service · Customer Support · Service · CRM · Computer Skills · Customer Care · Salesforce · Sales
Customer Service Representative - Spanish Speaking,PACC,"Cairo, Egypt ",Full TimeWork From Home,9 days ago,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Customer · Customer Service · Customer Support · Service · CRM · Computer Skills · Customer Care · Salesforce · Sales
Senior Internal Auditor,Mersal,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Experienced · 5+ Yrs of Exp · Accounting/Finance · Audit · Accounting · Communication skills · MS Office · Finance · Internal audit · English · Commerce · analytical
Senior Mobile Automation Testing,SSC Egypt,"New Cairo, Cairo, Egypt ",Full Time,9 days ago,Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · API · Automation · Computer Science · DevOps · Information Technology (IT) · QA
Customer Support Representative,Concentrix,"6th of October, Giza, Egypt ",Full Time,9 days ago,Entry Level · 0 - 4 Yrs of Exp · Customer Service/Support · Customer Service · Customer Care · English · c1 · B2
Indoor Sales Agent,RAM FOR INTERNATIONAL TRADING,"10th of Ramadan City, Sharqia, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · males_only · Sales/Retail · Sales · Indoor Sales · sales skills · Sales Target · Customer Service · CRM
Document Controller,Upwyde,"New Cairo, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · males_only · Administration · Engineering - Construction/Civil/Architecture · Quality · Document Control · Document Management · Management · Document · Microsoft Office · organization · EDMS
Call Center Representative,Malvern College Egypt,"Katameya, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1 - 2 Yrs of Exp · Customer Service/Support · Customer Service · Call Center · Customer Support · Customer Care · English · Computer Skills · Communication
DME Telesales Team Leader,Outsourcing Skill,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Manager · 2 - 5 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · Sales Skills · Telesales · Team Leader · Marketing · Sales · DME · Medicare
Foreign Procurement & Logistics Supervisor,Confidential,"Mokattam, Cairo, Egypt ",Full Time,9 days ago,Experienced · 7 - 10 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Import · Logistics · Procurement · Purchasing · Supply Chain · foreign · Foreign Procurement · Logistics Operations
Store Keeper,Confidential,"10th of Ramadan City, Cairo, Egypt ",Full Time,9 days ago,Experienced · 5 - 10 Yrs of Exp · Logistics/Supply Chain · Logistics · Store Keeping · Supply Chain · Warehouse · Warehousing
Pricing Manager,Cartlow,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Manager · 5 - 10 Yrs of Exp · Sales/Retail · Purchasing/Procurement · Pricing · Pricing strategies · Sales · Management · Negotiation · Business Administration · Communication · Market Research
ITSM System Engineer,Worex,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Computer Engineering · MySQL · Engineering · HTML · Information Technology (IT) · Java
ITOM Systems Engineer,Worex,"Maadi, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 0 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · System Administration · Network Administration · Problem Solving · MySQL · Computer Engineering · Computer Science · Engineering
General Accountant,Sky Holding,"Katameya, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Accounting · Commerce · Finance · English · Financial Analysis · Financial Management · MS Office · Bookkeeping
Business Analyst,BlueCloud,"Sheraton, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analysis · Agile · business · Business Analysis · Communication skills · Computer Engineering · Computer Science
Senior/Mid Angular Frontend Developer,Boyot,"6th of October, Giza, Egypt ",Full TimePart Time,9 days ago,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · RESTful · Git · Software Development · Ionic · HTML · CSS · Computer Science
Solutions Architect,ARROW Electronics,"Nasr City, Cairo, Egypt ",Full Time,9 days ago,Manager · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Architecture · Computer Science · Information Technology (IT) · Java · Design · MySQL · Software Development · Management
Data Entry Specialist,Mazzika Group,"Dokki, Giza, Egypt ",Full Time,9 days ago,Entry Level · 0 - 1 Yrs of Exp · females_only · Administration · Microsoft Office · Administration · Secretary · Data Entry · Admin · Typing Skills · Office Management
Admin Officer,Sparks preschool,"New Cairo, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1+ Yrs of Exp · Administration · Customer Service/Support · Admin · Administration · Office management · English · Microsoft Office · Customer Service · Customer Care
English Teacher (Home Room),Sparks preschool,"New Cairo, Cairo, Egypt ",Full Time,9 days ago,Experienced · 2+ Yrs of Exp · Education/Teaching · Training/Instructor · Classroom Management · English Teaching · Native · Education · children · american · Teaching
Payroll Coordinator,Allamna Integrated Solutions,"Heliopolis, Cairo, Egypt ",Full Time,9 days ago,Entry Level · 1 - 2 Yrs of Exp · Human Resources · Payroll · Human Resources (HR) · Human Resources · Payroll Management · Payroll Accounting
Senior Front Desk Agent (Dokki Or/And Maadi),SYE English Community,"Dokki, Giza, Egypt ",Full TimeShift Based,9 days ago,Experienced · 3+ Yrs of Exp · Administration · Customer Service · Customer Care · Customer Support · Administration · Admin · Operations · Sales · Microsoft Office · English
Senior .NET Developer,miramar,"6th of October, Giza, Egypt ",Full Time,9 days ago,Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Communication · Communication skills · Computer Science · Information Technology (IT) · Software Development · Software Engineering · English
Graphic Designer,SYE English Community,"Dokki, Giza, Egypt ",Full Time,9 days ago,Experienced · 2 - 4 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe Photoshop · Adobe Illustrator · Adobe Indesign · Graphic Design · Design · Creative · Adobe Creative Suite · English
Human Resources & Admin Manager,ABC For Industries,"Badr City, Cairo, Egypt ",Full Time,9 days ago,Manager · 5 - 7 Yrs of Exp · Administration · Human Resources · Human Resources · Human · Administration · Admin · Performance Management · Resources management · Management · Microsoft Office
Branch Team Leader /Supervisor (Maadi) (Ex. Training Industry),SYE English Community,"Maadi, Cairo, Egypt ",Full TimeShift Based,9 days ago,Manager · 5+ Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · Sales · Cross Selling · Store Management · Branch Management · Branch Operations · Team management · Management
Senior Treasury Accountant,Protection,"Sheikh Zayed, Giza, Egypt ",Full Time,9 days ago,Experienced · 5 - 10 Yrs of Exp · Accounting/Finance · Accounting · Banking · Construction · Banks · Finance · Financial Analysis · Financial Management · Treasury
Suppliers & Contractors Accountant,Protection,"Sheikh Zayed, Giza, Egypt ",Full Time,9 days ago,Experienced · 5 - 10 Yrs of Exp · Accounting/Finance · Accounting · Construction · Finance · Financial Analysis · Suppliers
Site Accountant,Protection,"Cairo, Egypt ",Full Time,9 days ago,Experienced · 5 - 15 Yrs of Exp · Accounting/Finance · accountant · Accounting · Construction Site · Construction · Finance · SITE ACCOUNTANT · Site · Financial Analysis
Sales Manager,ABC For Industries,"Badr City, Cairo, Egypt ",Full Time,9 days ago,Manager · 4 - 5 Yrs of Exp · Sales/Retail · sales skills · Sales · Sales and marketing · sales targets · Experience · Marketing · Sales Target · Customer Service
Electrical Maintenance Engineer,Zeina Group,"10th of Ramadan City, Sharqia, Egypt ",Full Time,9 days ago,Experienced · 4 - 5 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Control · Electrical · Electrical Engineering · Engineering · ERP · Maintenance · Mechanical Engineering · Valves
Purchasing Manager,Zumra Food,"Nasr City, Cairo, Egypt ",Full Time,9 days ago,Manager · 5 - 7 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Purchasing · Supply Chain Management · Supply Chain · Purchasing Management · Logistics · Sourcing · Procurement
indirect sales,Chemitex Egypt for Trading & Agencies S.A.E.,"6th of October, Giza, Egypt ",Full Time,9 days ago,Experienced · 3 - 5 Yrs of Exp · Customer Service/Support · Sales/Retail · English · sales skills · Communication skills · Sales Target · Communication · Administration · Business Administration · Microsoft Office
BIM Mechanical Engineer,Perkel Design & Engineering,"Mokattam, Cairo, Egypt ",Full Time,9 days ago,Experienced · 2+ Yrs of Exp · Engineering - Mechanical/Electrical · BIM · Revit · Mechanical Engineering · HVAC · Firefighting · Plumbing · Engineering · Mechanical · Maintenance
Office Manager,Tamweely,"Shubra, Cairo, Egypt ",Full Time,9 days ago,Manager · 5 - 7 Yrs of Exp · Administration · Operations/Management · Administration · Communication skills · Office management · Management · Microsoft Office · Microsoft Word · Computer Skills
React Native Developer,Confidential,"Cairo, Egypt ",Full TimePart Time,9 days ago,Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · React · APIs · React Native · Computer Science · Development · Engineering · Information Technology (IT)
Recruitment Specialist,SE Wiring Systems EGYPT,"6th of October, Giza, Egypt ",Full Time,9 days ago,Entry Level · 1 - 3 Yrs of Exp · Human Resources · Medical/Healthcare · Human Resources (HR) · Microsoft Office · MS Office · Personnel · office · Recruitment
Administrative Assistant / Student Affairs,(MSA) October University,"6th of October, Giza, Egypt ",Full Time,9 days ago,Experienced · 2 - 6 Yrs of Exp · Administration · Administration · Communication skills · Student Affairs · English · Business Writing · Administrative Affairs · Administration Affairs
Italian Customer Service Representative,Majorel Egypt,"Alexandria, Egypt ",Full Time,9 days ago,Entry Level · Customer Service/Support · Sales/Retail · Customer Service · Italian · Customer Care · Customer Support · Call Center
Feasibility Study Specialist أخصائي دراسة الجدوى,Confidential,"Nasr City, Cairo, Egypt ",Full Time,9 days ago,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Analyst/Research · Feasibility Studies · Feasibility Study · Financial Analysis · Financial Data Analysis · Finance Analysis · Research Analysis · Business Analysis
Senior Oracle Apps Developer,Samcrete Engineers & contractors,"Haram, Giza, Egypt ",Full Time,9 days ago,Experienced · 7 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Development · Engineering · Information Technology (IT) · Oracle · Software Development · Oracle E-Business Suite (EPS) · Oracle Technical Developer · Oracle Apps
